INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LSX1727');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','QDW1270');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','ITB1318');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ANT1270');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ENH1549');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','EPU1503');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','IVR1707');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','TXG1611');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','GEI1451');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','BIF1355');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','OEU1649');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','UVD1008');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','XAM1577');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','LVA1964');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','BHA1409');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','GQA1585');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','PRO1915');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','PMF1643');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','ILR1254');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ULZ1211');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','RBR1451');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','JYP1267');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','APA1540');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','LZA1907');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','QPO1137');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QON1748');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','AIN1349');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','PBJ1723');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','SDH1737');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','SSE1894');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HYF1687');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','ATN1646');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','WUN1105');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','VNT1168');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','LHF1951');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','PWM1791');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','TPN1547');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','XEO1996');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','KTP1544');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','EHB1631');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','BJP1596');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','IYM1536');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','YGT1607');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','TEX1736');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','DLY1588');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','PUO1066');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','EGK1457');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','QEJ1776');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','DYJ1948');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','OSM1563');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','CCA1549');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','PIS1106');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DDO1828');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','KSA1264');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','QSC1526');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','OUQ1828');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','JEL1237');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ZQW1512');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','EZH1472');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','HDE1208');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','XOX1104');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','LTJ1947');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','XCH1164');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LXH1186');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','YVY1996');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','DBW1551');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','GMB1286');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','UMV1963');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','DDV1962');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','YUX1629');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','PNJ1805');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','TYZ1826');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','GKL1024');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','AHW1739');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','SLB1146');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','PMK1274');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','JLV1032');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','XAK1430');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','OJV1140');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DGV1190');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','KFN1646');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','AFA1989');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','MXI1243');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','YYK1069');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','JIX1024');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','DAT1940');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','FGY1513');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','KVC1510');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','PDU1284');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','HOL1409');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','KFB1839');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HXZ1757');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','LJH1452');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LDH1822');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','TCY1129');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','PIF1282');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','XVS1866');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','ZRO1383');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','IJO1641');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','MMX1523');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','CJL1755');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','FKE1051');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','JDF1787');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DCW1461');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','XCQ1064');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','NHD1643');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','TJC1215');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HCR1140');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','RYZ1819');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','WTL1676');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','AEF1015');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','FGE1555');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','UQN1883');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','KRP1751');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','RJW1375');
